Title,TeacherName,Description,Degree,Co-researchers
Áp dụng các kỹ thuật Học máy vào bài toán dự đoán ma trận lưu lượng cho mạng SDN,Trần Hải Anh,"Ma trận lưu lượng (MTLL) mô tả rõ ràng khối lượng và sự phân bố các luồng lưu lượng bên trong mạng. MTLL đóng một vai trò quan trọng trong nhiều lĩnh vực quản lý mạng, chẳng hạn như hạch toán lưu lượng, lập lịch hoặc định tuyến lại lưu lượng trong thời gian ngắn, thiết kế mạng, phát hiện bất thường, v.v. Do đó, một chiến lược dự đoán MTLL chính xác là điều cần thiết để xử lý các tác vụ đó một cách hiệu quả. May mắn thay, Trí tuệ nhân tạo (AI) đã và đang phát triển rất mạnh mẽ, nhờ sự phát triển của công nghệ máy tính như GPU và TPU. Điều đó mang lại cơ hội ứng dụng AI vào các phương pháp dự đoán TM. Tuy nhiên, việc áp dụng các kỹ thuật Học máy trong các mạng truyền thống gặp phải một số vấn đề do điều khiển phân tán và chế độ xem cục bộ của các nút mạng bị hạn chế. Với mục đích này, kiến ​​trúc điều khiển tập trung, ví dụ: Mạng định nghĩa bằng phần mềm (SDN), là một giải pháp đầy hứa hẹn. Đề tài hướng đến áp dụng kỹ thuật học máy LSTM và hai biến thể của nó, LSTM hai chiều (BiLSTM) và Bộ nhớ dòng cổng (GRU), cho các cơ chế dự đoán MTLL của mạng kiến ​​trúc SDN.","ThSKH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, ThSKT, HEDSPI",
Nghiên cứu tích hợp giải thuật Học liên kết (Federated Learning) vào giải quyết các bài toán cho mạng SDN,Trần Hải Anh,"Với đặc điểm là tập trung quyền kiểm soát và cung cấp cái nhìn toàn cục về mạng, SDN đã được coi là một cuộc cách mạng trong việc tạo điều kiện tích hợp các kỹ thuật học máy vào các ứng dụng mạng khác nhau. Tuy nhiên, ở giai đoạn huấn luyện, giai đoạn quan trọng nhất của kỹ thuật Học máy, được thực hiện không hiệu quả trong kiến ​​trúc SDN truyền thống với điều khiển tập trung vật lý trong đó một bộ điều khiển duy nhất thu thập dữ liệu từ toàn bộ hệ thống và huấn luyện mô hình. Vấn đề về khả năng mở rộng và độ tin cậy này thúc đẩy sự chuyển đổi từ SDN truyền thống sang kiến ​​trúc SDN phân tán vật lý. Kiến trúc mới này bao gồm nhiều miền SDN phân biệt, mỗi miền được điều khiển bởi một bộ điều khiển, tạo thành một SDN phân tán và không đồng nhất. Tuy nhiên, giai đoạn huấn luyện của mạng SDN đa miền phải giải quyết các vấn đề sau: cả hai giải pháp 1) học tập riêng biệt trong từng miền và 2) thu thập tất cả dữ liệu từ các bộ điều khiển khác nhau và khởi chạy giai đoạn đào tạo trong một máy chủ tập trung đều không hiệu quả do chi phí tính toán, thời gian đào tạo và độ chính xác. Đề tài này hướng đến áp dụng Học liên kết (Federated Learning), trong đó các bộ điều khiển SDN phân tán hợp tác đào tạo mô hình huấn luyện tập trung trong khi không chia sẻ dữ liệu đào tạo để bảo vệ quyền riêng tư của dữ liệu.","ThSKH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, ThSKT, HEDSPI",
Phát triển giao diện Đông-Tây đảm bảo nhất quán dữ liệu cho hệ thống mạng SDN phân tán,Trần Hải Anh,"Kể từ khi ra đời, mô hình Mạng định nghĩa bằng phần mềm (SDN) đã phát triển thành một công nghệ mạng nổi bật bằng cách tạo ra một cuộc cách mạng trong việc tách logic điều khiển khỏi các thiết bị vật lý và tập trung hóa các bộ điều khiển dựa trên phần mềm. Bất chấp những lợi ích không thể chối cãi của nó so với mạng truyền thống, SDN đặt ra thách thức về khả năng mở rộng với khả năng kiểm soát tập trung vật lý của nó. Giải pháp duy nhất và tiềm năng là chuyển nó thành điều khiển SDN phân tán vật lý. Tuy nhiên, giải pháp này yêu cầu sự tương tác giữa các bộ điều khiển SDN và tính nhất quán của trạng thái mạng được phân phối trên các bộ điều khiển này. Mặc dù một số giao diện Đông Tây giúp bộ điều khiển SDN trao đổi thông tin mạng đã được phát triển, nhưng chúng vẫn bộc lộ một số nhược điểm. Đầu tiên, chúng không thể hỗ trợ một hệ thống SDN không đồng nhất trong đó bộ điều khiển SDN được phát triển bởi các nhà sản xuất khác nhau. Thứ hai, giải pháp nhất quán của họ rất đơn giản khi không tính đến sự đánh đổi giữa mức độ nhất quán và hiệu suất của mạng SDN. Đề tài này hướng đến phát triển một giao diện Đông-Tây, được gọi là SINA, để cung cấp khả năng tương tác của một mạng SDN phân tán và không đồng nhất. Ngoài ra, đề tài hướng đến phát triển một thuật toán nhất quán dựa trên Học tập tăng cường (Reinforcement Learning) cho cơ chế sao chép dựa trên quorum.","ThSKH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, ThSKT, HEDSPI",
Xây dựng trang web thương mại điện tử,Trần Hải Anh,"Trong thời kỳ chuyển đổi số đang ngày càng phát triển với quy mô rộng khắp, việc thiết kế và xây dựng các hệ thống thương mại điện tử trở nên rất cần thiết. Đề tài giúp sinh viên rèn luyện các kỹ năng phân tích thiết kế hệ thống và phát triển một hệ thống thương mại điện tử có khả năng được ứng dụng.","ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",Megastore
Sử dụng ảnh vệ tinh tần suất lớn (Himawari-8 10 phút/ảnh) để giám sát nhiệt độ bề mặt và phát hiện bất thường về nhiệt độ,Trần Nguyên Ngọc,"Xử lý ảnh viễn thám (phần lớn là ảnh vệ tinh) là một trong những lĩnh vực kết hợp giữa xử lý ảnh (image processing) và hệ thống thông tin địa lý (Geographic Information System) giúp giải quyết các vấn đề trên mặt đất ở diện rộng mà thông thường rất khó có thể đánh giá toàn diện nếu chỉ dựa vào các dữ liệu đơn lẻ trên mặt đất. Các ứng dụng có thể giải quyết bằng xử lý ảnh viễn thám rất đa dạng, từ đánh giá sự thay đổi phân bố trên bề mặt nhất là các thành phố, phát hiện rác thải nhựa trên mặt nước, đánh giá mức độ phủ của rừng cũng như phát hiện phá rừng, theo dõi và đánh giá sự thay đổi nhiệt độ bề mặt cùng ảnh hưởng của nó đến sức khỏe con người, giám sát sự phát triển của cây xanh và phát hiện các yếu tố bất thường như dịch bệnh, hoặc thậm chí có thể phát hiện các thành phần khoáng sản trong đất đai. Yêu cầu cụ thể đối với đề tài đồ án tốt nghiệp này như sau: - Yêu cầu sinh viên: cần có kiến thức về xử lý ảnh. Nếu đã từng làm việc qua đồ án môn học hoặc các môn project về xử lý ảnh viễn thám giúp tiết kiệm thời gian. - Sinh viên cần xử lý ảnh vệ tinh Himawari-8 tần suất 10 phút/ảnh và ảnh tầm nhiệt MODIS liên quan. - Sinh viên cần nghiên cứu thuật toán (công thức) để chuyển đổi nhiệt độ Himawari-8 từ ảnh tầm nhiệt gốc thành nhiệt độ bề mặt (Land Surface Temperature) - Thực hiện các bộ lọc mây phù hợp để loại bỏ ảnh hưởng do mây mù - Đánh giá độ chính xác của thuật toán chuyển đổi nhiệt độ bề mặt với các trạm mặt đất và dữ liệu nhiệt từ MODIS. - Đánh giá sự thay đổi nhiệt độ chung trong một ngày và phát hiện bất thường nhiệt độ, từ đó có thể phát hiện ra các đám cháy tiềm năng. Việc phát hiện bất thường nhiệt độ có thể thực hiện bằng các thuật toán học máy hoặc học sâu - Kết quả đề tài tốt có thể thực hiện công bố lên các tạp chí khoa học liên quan.","ThSKH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, ThSKT, HEDSPI",
Sử dụng ảnh vệ tinh Landsat/Sentinel-2 để đánh giá sự thay đổi bề mặt các thành phố theo thời gian và ảnh hưởng đến nhiệt độ bề mặt,Trần Nguyên Ngọc,"Xử lý ảnh viễn thám (phần lớn là ảnh vệ tinh) là một trong những lĩnh vực kết hợp giữa xử lý ảnh (image processing) và hệ thống thông tin địa lý (Geographic Information System) giúp giải quyết các vấn đề trên mặt đất ở diện rộng mà thông thường rất khó có thể đánh giá toàn diện nếu chỉ dựa vào các dữ liệu đơn lẻ trên mặt đất. Các ứng dụng có thể giải quyết bằng xử lý ảnh viễn thám rất đa dạng, từ đánh giá sự thay đổi phân bố trên bề mặt nhất là các thành phố, phát hiện rác thải nhựa trên mặt nước, đánh giá mức độ phủ của rừng cũng như phát hiện phá rừng, theo dõi và đánh giá sự thay đổi nhiệt độ bề mặt cùng ảnh hưởng của nó đến sức khỏe con người, giám sát sự phát triển của cây xanh và phát hiện các yếu tố bất thường như dịch bệnh, hoặc thậm chí có thể phát hiện các thành phần khoáng sản trong đất đai. Yêu cầu cụ thể đối với đề tài đồ án tốt nghiệp này như sau: - Yêu cầu sinh viên: cần có kiến thức về xử lý ảnh. Nếu đã từng làm việc qua đồ án môn học hoặc các môn project về xử lý ảnh viễn thám giúp tiết kiệm thời gian. - Sinh viên cần có/ học kỹ năng xử lý ảnh vệ tinh Landsat-8 (30-m, 16 ngày/ ảnh), Sentinel-2 (10-m, 6 ngày/ảnh) và MODIS (250-m, 16 ngày/ảnh). - Sinh viên cần phân tích sự thay đổi bề mặt bằng việc phân loại bề mặt của 1 trong các thành phố lớn ở Việt Nam (Hà Nội hay TP Hồ Chí Minh) theo thời gian. Việc phân loại có thể dựa vào phân loại truyền thống hoặc sử dụng các kỹ thuật học máy, học sâu. - Đánh giá sự thay đổi nhiệt độ chung và vấn đề đảo nhiệt (so sánh nhiệt độ nội đô và vùng nông thôn) do sự phát triển của đô thị đã xét đến ở trên. - Phân tích sự thay đổi nhiệt độ giữa các khu vực khác nhau trong thành phố (nhiều cây xanh, ít cây xanh, mật độ xây dựng, …) - Kết quả đề tài tốt có thể thực hiện công bố lên các tạp chí khoa học liên quan.","ThSKH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, ThSKT, HEDSPI",
Sử dụng học máy và học sâu để phân loại vùng trồng lúa tại Việt Nam thông qua dữ liệu ảnh vệ tinh radar Sentinel-1,Trần Nguyên Ngọc,"Xử lý ảnh viễn thám (phần lớn là ảnh vệ tinh) là một trong những lĩnh vực kết hợp giữa xử lý ảnh (image processing) và hệ thống thông tin địa lý (Geographic Information System) giúp giải quyết các vấn đề trên mặt đất ở diện rộng mà thông thường rất khó có thể đánh giá toàn diện nếu chỉ dựa vào các dữ liệu đơn lẻ trên mặt đất. Các ứng dụng có thể giải quyết bằng xử lý ảnh viễn thám rất đa dạng, từ đánh giá sự thay đổi phân bố trên bề mặt nhất là các thành phố, phát hiện rác thải nhựa trên mặt nước, đánh giá mức độ phủ của rừng cũng như phát hiện phá rừng, theo dõi và đánh giá sự thay đổi nhiệt độ bề mặt cùng ảnh hưởng của nó đến sức khỏe con người, giám sát sự phát triển của cây xanh và phát hiện các yếu tố bất thường như dịch bệnh, hoặc thậm chí có thể phát hiện các thành phần khoáng sản trong đất đai. Yêu cầu cụ thể đối với đề tài đồ án tốt nghiệp này như sau: - Yêu cầu sinh viên: cần có kiến thức về xử lý ảnh. Nếu đã từng làm việc qua đồ án môn học hoặc các môn project về xử lý ảnh viễn thám giúp tiết kiệm thời gian. - Sinh viên cần xử lý ảnh vệ tinh Sentinel-1 với tần suất 12 ngày/ảnh, độ phân giải 30 mét. - Với dữ liệu ảnh Sentinel-1, để nhận diện vùng trồng lúa với các vùng khác, sinh viên cần trích chọn dữ liệu từng điểm ảnh theo thời gian và từ đó sử dụng các thuật toán học máy/ học sâu để nhận diện các điểm ảnh trồng lúa và các phân loại khác. - Đánh giá độ chính xác của thuật toán bằng cách so sánh với các dữ liệu trên thực địa - Thực hiện các phép phân loại nâng cao, như phân loại các vùng trồng lúa một vụ, hai vụ, và ba vụ. - Kết quả đề tài tốt có thể thực hiện công bố lên các tạp chí khoa học liên quan.","ThSKH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, ThSKT, HEDSPI",
Đánh giá ảnh hưởng của góc chiếu mặt trời lên sinh trưởng của rừng nhiệt đới Đông Nam Á sử dụng ảnh vệ tinh MODIS,Trần Nguyên Ngọc,"Xử lý ảnh viễn thám (phần lớn là ảnh vệ tinh) là một trong những lĩnh vực kết hợp giữa xử lý ảnh (image processing) và hệ thống thông tin địa lý (Geographic Information System) giúp giải quyết các vấn đề trên mặt đất ở diện rộng mà thông thường rất khó có thể đánh giá toàn diện nếu chỉ dựa vào các dữ liệu đơn lẻ trên mặt đất. Các ứng dụng có thể giải quyết bằng xử lý ảnh viễn thám rất đa dạng, từ đánh giá sự thay đổi phân bố trên bề mặt nhất là các thành phố, phát hiện rác thải nhựa trên mặt nước, đánh giá mức độ phủ của rừng cũng như phát hiện phá rừng, theo dõi và đánh giá sự thay đổi nhiệt độ bề mặt cùng ảnh hưởng của nó đến sức khỏe con người, giám sát sự phát triển của cây xanh và phát hiện các yếu tố bất thường như dịch bệnh, hoặc thậm chí có thể phát hiện các thành phần khoáng sản trong đất đai. Yêu cầu cụ thể đối với đề tài đồ án tốt nghiệp này như sau: - Yêu cầu sinh viên: cần có kiến thức về xử lý ảnh. Nếu đã từng làm việc qua đồ án môn học hoặc các môn project về xử lý ảnh viễn thám giúp tiết kiệm thời gian. - Sinh viên cần xử lý ảnh vệ tinh MODIS về cây xanh cũng như các dữ liệu MODIS về thông số mô hình hóa BRDF. - Sinh viên cần đánh giá sự thay đổi góc chiếu theo mùa phụ thuộc vào kinh độ và vĩ độ - Sinh viên cần nghiên cứu và thực hiện thuật toán (công thức) để chuẩn hóa dữ liệu MODIS về cùng một góc chiếu sử dụng thông số mô hình hóa BRDF. Sau đó đánh giá sự sai khác dữ liệu chưa chuẩn hóa và đã chuẩn hóa góc chiếu. - Từ đó, đánh giá sự sai khác dữ liệu này ảnh hưởng thế nào đến sự thay đổi tín hiệu của rừng nhiệt đới theo mùa và theo năm, cũng như các tham số sinh học trích chọn từ dữ liệu theo mùa này. - Kết quả đề tài tốt có thể thực hiện công bố lên các tạp chí khoa học liên quan.","ThSKH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, ThSKT, HEDSPI",
Đánh giá khả năng ghi nhận sinh trưởng của cây cối qua chỉ số cây xanh được tính toán từ dữ liệu hai loại vệ tinh MODIS và Himawari-8,Trần Nguyên Ngọc,"Xử lý ảnh viễn thám (phần lớn là ảnh vệ tinh) là một trong những lĩnh vực kết hợp giữa xử lý ảnh (image processing) và hệ thống thông tin địa lý (Geographic Information System) giúp giải quyết các vấn đề trên mặt đất ở diện rộng mà thông thường rất khó có thể đánh giá toàn diện nếu chỉ dựa vào các dữ liệu đơn lẻ trên mặt đất. Các ứng dụng có thể giải quyết bằng xử lý ảnh viễn thám rất đa dạng, từ đánh giá sự thay đổi phân bố trên bề mặt nhất là các thành phố, phát hiện rác thải nhựa trên mặt nước, đánh giá mức độ phủ của rừng cũng như phát hiện phá rừng, theo dõi và đánh giá sự thay đổi nhiệt độ bề mặt cùng ảnh hưởng của nó đến sức khỏe con người, giám sát sự phát triển của cây xanh và phát hiện các yếu tố bất thường như dịch bệnh, hoặc thậm chí có thể phát hiện các thành phần khoáng sản trong đất đai. Yêu cầu cụ thể đối với đề tài đồ án tốt nghiệp này như sau: - Yêu cầu sinh viên: cần có kiến thức về xử lý ảnh. Nếu đã từng làm việc qua đồ án môn học hoặc các môn project về xử lý ảnh viễn thám giúp tiết kiệm thời gian. - Sinh viên cần xử lý ảnh vệ tinh Himawari-8 tần suất 10 phút/ảnh và ảnh MODIS về cây xanh liên quan. - Sinh viên cần tạo ra chỉ số cây xanh theo ngày từ dữ liệu Himawari-8 với tần suất 10 phút/ảnh - Tiếp đó sinh viên cần so sánh chỉ số cây xanh của MODIS với chỉ số cây xanh theo ngày của Himawari-8. - Đánh giá phản ứng của cây xanh sẽ tốt hơn với chỉ số cây xanh Himawari-8 nhờ vào độ phân giải thời gian tốt hơn MODIS rất nhiều (thông qua các thông tin khí tượng như lượng mưa, nhiệt độ). - Kết quả đề tài tốt có thể thực hiện công bố lên các tạp chí khoa học liên quan.","ThSKH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, ThSKT, HEDSPI",
Sử dụng ảnh vệ tinh tần suất lớn (Himawari-8 10 phút/ảnh) để đánh giá ảnh hưởng góc chiếu mặt trời – vệ tinh đến dữ liệu thu nhận,Trần Nguyên Ngọc,"Xử lý ảnh viễn thám (phần lớn là ảnh vệ tinh) là một trong những lĩnh vực kết hợp giữa xử lý ảnh (image processing) và hệ thống thông tin địa lý (Geographic Information System) giúp giải quyết các vấn đề trên mặt đất ở diện rộng mà thông thường rất khó có thể đánh giá toàn diện nếu chỉ dựa vào các dữ liệu đơn lẻ trên mặt đất. Với các nước phát triển, đây là một lĩnh vực được chú trọng phát triển cả ở các cơ quan nhà nước và doanh nghiệp tư nhân. Tại Việt Nam, đây là một lĩnh vực còn khá mới nhưng đã được quan tâm phát triển trong một vài năm gần đây như việc phóng vệ tinh VINASAT hay thành lập Trung tâm Vũ trụ Việt, cùng với sự quan tâm của một số doanh nghiệp lớn như Viettel. Các ứng dụng có thể giải quyết bằng xử lý ảnh viễn thám rất đa dạng, từ đánh giá sự thay đổi phân bố trên bề mặt nhất là các thành phố, phát hiện rác thải nhựa trên mặt nước, đánh giá mức độ phủ của rừng cũng như phát hiện phá rừng, theo dõi và đánh giá sự thay đổi nhiệt độ bề mặt cùng ảnh hưởng của nó đến sức khỏe con người, giám sát sự phát triển của cây xanh và phát hiện các yếu tố bất thường như dịch bệnh, hoặc thậm chí có thể phát hiện các thành phần khoáng sản trong đất đai. Qua đề tài này, sinh viên sẽ nắm được các vấn đề cơ bản trong việc xử lý và ứng dụng ảnh viễn thám vào một ứng dụng cụ thể, bao gồm các nội dung chính sau: - Đặc thù của ảnh viễn thám, bên cạnh ma trận ảnh là thông tin về kinh độ/vĩ độ của từng điểm ảnh cũng như hệ tọa độ chiếu lên mặt đất. - Cách tải và tiền xử lý các dữ liệu ảnh nén từ các cơ quan vũ trụ như NASA (Hoa Kỳ), JAXA (Nhật), hay ESA (Châu Âu) - Hiển thị các dữ liệu ảnh đã tiền xử lý để kiểm tra và đánh giá bằng phần mềm/ngôn ngữ liên quan (QGIS/ Python) - Cách sử dụng công cụ để xử lý (như Python hay Google Earth Engine) và phân tích dữ liệu (R, Python) ảnh để đạt được kết quả mong muốn. - Yêu cầu chung với sinh viên: là sinh viên năm thứ 3 trở đi có mong muốn học về xử lý ảnh (thị giác máy tính) và/hoặc trí tuệ nhân tạo. - Đối với đề tài này, sinh viên sẽ được tiếp cận một trong các dữ liệu vệ tinh tân tiến với tần suất ảnh là 10 phút/ảnh, độ phân giải 1-2km. - Mục tiêu chính là sinh viên qua xử lý có thể thấy được ảnh hưởng của góc chiếu mặt trời lên dữ liệu thu nhận được vào nhiều thời điểm trong ngày. Ngoài ra, sinh viên có thể thực hiện thêm một số phép xử lý nâng cao như tính dữ liệu theo ngày từ dữ liệu 10 phút/ảnh, hay so sánh dữ liệu Himawari-8 với các dữ liệu vệ tinh cổ điển như MODIS","CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, HEDSPI",
Sử dụng ảnh vệ tinh Landsat/Sentinel-2/MODIS để tính và đánh giá sự thay đổi bề mặt theo thời gian,Trần Nguyên Ngọc,"Xử lý ảnh viễn thám (phần lớn là ảnh vệ tinh) là một trong những lĩnh vực kết hợp giữa xử lý ảnh (image processing) và hệ thống thông tin địa lý (Geographic Information System) giúp giải quyết các vấn đề trên mặt đất ở diện rộng mà thông thường rất khó có thể đánh giá toàn diện nếu chỉ dựa vào các dữ liệu đơn lẻ trên mặt đất. Với các nước phát triển, đây là một lĩnh vực được chú trọng phát triển cả ở các cơ quan nhà nước và doanh nghiệp tư nhân. Tại Việt Nam, đây là một lĩnh vực còn khá mới nhưng đã được quan tâm phát triển trong một vài năm gần đây như việc phóng vệ tinh VINASAT hay thành lập Trung tâm Vũ trụ Việt, cùng với sự quan tâm của một số doanh nghiệp lớn như Viettel. Các ứng dụng có thể giải quyết bằng xử lý ảnh viễn thám rất đa dạng, từ đánh giá sự thay đổi phân bố trên bề mặt nhất là các thành phố, phát hiện rác thải nhựa trên mặt nước, đánh giá mức độ phủ của rừng cũng như phát hiện phá rừng, theo dõi và đánh giá sự thay đổi nhiệt độ bề mặt cùng ảnh hưởng của nó đến sức khỏe con người, giám sát sự phát triển của cây xanh và phát hiện các yếu tố bất thường như dịch bệnh, hoặc thậm chí có thể phát hiện các thành phần khoáng sản trong đất đai. Qua đề tài này, sinh viên sẽ nắm được các vấn đề cơ bản trong việc xử lý và ứng dụng ảnh viễn thám vào một ứng dụng cụ thể ở mức đơn giản, bao gồm các nội dung chính sau: - Hiểu về đặc thù của ảnh viễn thám, bên cạnh ma trận ảnh là thông tin về kinh độ/vĩ độ của từng điểm ảnh cũng như hệ tọa độ chiếu lên mặt đất. - Cách tải và tiền xử lý các dữ liệu ảnh nén từ các cơ quan vũ trụ như NASA (Hoa Kỳ), hay ESA (Châu Âu) - Hiển thị các dữ liệu ảnh đã tiền xử lý để kiểm tra và đánh giá bằng phần mềm/ngôn ngữ liên quan (QGIS/ Python) - Cách sử dụng công cụ để xử lý (như Python hay Google Earth Engine) và phân tích dữ liệu (R, Python) ảnh để đạt được kết quả mong muốn. - Yêu cầu chung với sinh viên: là sinh viên năm thứ 3 trở đi có mong muốn học về xử lý ảnh (thị giác máy tính) và/hoặc trí tuệ nhân tạo. - Đối với đề tài “Sử dụng ảnh vệ tinh Landsat/Sentinel-2 để tính và đánh giá sự thay đổi bề mặt các thành phố theo thời gian”, sinh viên sẽ được tiếp cận một trong các dữ liệu vệ tinh như Landsat-8 (30-m, 16 ngày/ ảnh), Sentinel-2 (10-m, 6 ngày/ảnh) hay MODIS VI (250-m, 16 ngày/ảnh). - Mục tiêu chính là sinh viên qua xử lý có thể thấy được sự thay đổi mật độ cây xanh/ mặt nước giảm do sự phát triển xây dựng các đô thị, cơ sở hạ tầng (như đường sắt). Một hướng tiếp cận khác của đề tài là đánh giá mức độ phủ của rừng theo thời gian. Ngoài ra, sinh viên có thể đánh giá thêm sự thay đổi nhiệt độ liên quan đến sự thay đổi hạ tầng.","CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, HEDSPI",
Sử dụng ảnh vệ tinh tần suất lớn (Himawari-8 10 phút/ảnh) để giám sát nhiệt độ bề mặt,Trần Nguyên Ngọc,"Xử lý ảnh viễn thám (phần lớn là ảnh vệ tinh) là một trong những lĩnh vực kết hợp giữa xử lý ảnh (image processing) và hệ thống thông tin địa lý (Geographic Information System) giúp giải quyết các vấn đề trên mặt đất ở diện rộng mà thông thường rất khó có thể đánh giá toàn diện nếu chỉ dựa vào các dữ liệu đơn lẻ trên mặt đất. Với các nước phát triển, đây là một lĩnh vực được chú trọng phát triển cả ở các cơ quan nhà nước và doanh nghiệp tư nhân. Tại Việt Nam, đây là một lĩnh vực còn khá mới nhưng đã được quan tâm phát triển trong một vài năm gần đây như việc phóng vệ tinh VINASAT hay thành lập Trung tâm Vũ trụ Việt, cùng với sự quan tâm của một số doanh nghiệp lớn như Viettel. Các ứng dụng có thể giải quyết bằng xử lý ảnh viễn thám rất đa dạng, từ đánh giá sự thay đổi phân bố trên bề mặt nhất là các thành phố, phát hiện rác thải nhựa trên mặt nước, đánh giá mức độ phủ của rừng cũng như phát hiện phá rừng, theo dõi và đánh giá sự thay đổi nhiệt độ bề mặt cùng ảnh hưởng của nó đến sức khỏe con người, giám sát sự phát triển của cây xanh và phát hiện các yếu tố bất thường như dịch bệnh, hoặc thậm chí có thể phát hiện các thành phần khoáng sản trong đất đai. Qua đề tài này, sinh viên sẽ nắm được các vấn đề cơ bản trong việc xử lý và ứng dụng ảnh viễn thám vào một ứng dụng cụ thể, bao gồm các nội dung chính sau: - Đặc thù của ảnh viễn thám, bên cạnh ma trận ảnh là thông tin về kinh độ/vĩ độ của từng điểm ảnh cũng như hệ tọa độ chiếu lên mặt đất. - Cách tải và tiền xử lý các dữ liệu ảnh nén từ các cơ quan vũ trụ như NASA (Hoa Kỳ), JAXA (Nhật), hay ESA (Châu Âu) - Hiển thị các dữ liệu ảnh đã tiền xử lý để kiểm tra và đánh giá bằng phần mềm/ngôn ngữ liên quan (QGIS/ Python) - Cách sử dụng công cụ để xử lý (như Python hay Google Earth Engine) và phân tích dữ liệu (R, Python) ảnh để đạt được kết quả mong muốn. - Yêu cầu chung với sinh viên: là sinh viên năm thứ 3 trở đi có mong muốn học về xử lý ảnh (thị giác máy tính) và/hoặc trí tuệ nhân tạo. - Đối với đề tài “Sử dụng ảnh vệ tinh tần suất lớn (Himawari-8 10 phút/ảnh) phát hiện bất thường về nhiệt độ”, sinh viên sẽ được tiếp cận một trong các dữ liệu vệ tinh tân tiến với tần suất ảnh là 10 phút/ảnh. - Mục tiêu chính là sinh viên qua xử lý có thể thấy được sự thay đổi nhiệt độ bề mặt trong ngày, giữa các ngày khác nhau, hay ảnh hưởng của mây đến nhiệt độ thu được bằng ảnh Himawari-8. Ngoài ra, sinh viên có thể có các xử lý nâng cao như phát hiện bất thường nhiệt độ (như có đám cháy) hay đánh giá sự chênh lệch nhiệt độ giữa các vùng khác nhau (như thành phố và nông thôn).","CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, HEDSPI",
